ISSN,PMID
0883-9417,37032022
0883-9417,37032021
0883-9417,37032020
0883-9417,37032019
0883-9417,37032018
0883-9417,37032017
0883-9417,37032016
0883-9417,37032015
0883-9417,37032014
0883-9417,37032013
0883-9417,37032012
0883-9417,37032011
0883-9417,37032010
0883-9417,37032009
0883-9417,37032008
0883-9417,37032007
0883-9417,37032006
0883-9417,37032005
0883-9417,37032004
0883-9417,37032003
0883-9417,37032002
0883-9417,36842836
0883-9417,36842835
0883-9417,36842834
0883-9417,36842833
0883-9417,36842832
0883-9417,36842831
0883-9417,36842830
0883-9417,36842829
0883-9417,36842828
0883-9417,36842827
0883-9417,36842826
0883-9417,36842825
0883-9417,36842824
0883-9417,36842823
0883-9417,36842822
0883-9417,36842821
0883-9417,36842820
0883-9417,36842819
0883-9417,36428081
0883-9417,36428080
0883-9417,36428079
0883-9417,36428078
0883-9417,36428077
0883-9417,36428076
0883-9417,36428075
0883-9417,36428074
0883-9417,36428073
0883-9417,36428072
0883-9417,36428071
0883-9417,36428070
0883-9417,36428069
0883-9417,36428068
0883-9417,36428067
0883-9417,36428066
0883-9417,36428065
0883-9417,36428064
0883-9417,36428063
0883-9417,36428062
0883-9417,36428061
0883-9417,36428060
0883-9417,36428059
0883-9417,36428058
0883-9417,36428057
0883-9417,36428056
0883-9417,36428055
0883-9417,36428054
0883-9417,36428053
0883-9417,36428052
0883-9417,36428051
0883-9417,36428050
0883-9417,36428049
0883-9417,36428048
0883-9417,36428047
0883-9417,36428046
0883-9417,36428045
0883-9417,36428044
0883-9417,36428043
0883-9417,36428042
0883-9417,36428041
0883-9417,36428040
0883-9417,36428039
0883-9417,36428038
0883-9417,36428037
0883-9417,36428036
0883-9417,36428035
0160-6891,37525309
0160-6891,37525299
0160-6891,37515582
0160-6891,37386271
0160-6891,37370217
0160-6891,37365383
0160-6891,37358483
0160-6891,37277616
0160-6891,37249126
0160-6891,37231588
0160-6891,37221452
0160-6891,37171788
0160-6891,37127543
0160-6891,37086263
0160-6891,37076776
0160-6891,37060159
0160-6891,37042730
0160-6891,37036038
0160-6891,37006182
0160-6891,37004179
0160-6891,36974894
0160-6891,36967476
0160-6891,36929135
0160-6891,36815583
0160-6891,36808731
0160-6891,36789452
0160-6891,36752356
0160-6891,36752308
0160-6891,36748914
0160-6891,36694925
0160-6891,36611290
0160-6891,36582026
0160-6891,36573589
0160-6891,36571705
0160-6891,36566361
0160-6891,36566360
0160-6891,36564911
0160-6891,36538345
0160-6891,36538334
0160-6891,36509453
0160-6891,36504287
0160-6891,36504201
0160-6891,36478584
0160-6891,36453185
0160-6891,36453115
0160-6891,36453079
0160-6891,36445114
0160-6891,36435979
0160-6891,36385269
0160-6891,36371623
0160-6891,36321335
0160-6891,36321331
0160-6891,36316209
0160-6891,36308399
0160-6891,36286326
0160-6891,36268904
0160-6891,36209458
0160-6891,36192124
0160-6891,36161722
0160-6891,36121149
0160-6891,36102624
0160-6891,36094154
0160-6891,36059097
1322-7114,37515349
1322-7114,37485748
1322-7114,37461904
1322-7114,37448207
1322-7114,37435848
1322-7114,37435639
1322-7114,37421172
1322-7114,37403339
1322-7114,37394896
1322-7114,37394658
1322-7114,37394284
1322-7114,37365678
1322-7114,37300343
1322-7114,37290833
1322-7114,37287366
1322-7114,37272259
1322-7114,37272213
1322-7114,37271579
1322-7114,37259643
1322-7114,37243487
1322-7114,37143404
1322-7114,37142278
1322-7114,37127403
1322-7114,37062986
1322-7114,37062305
1322-7114,37056171
1322-7114,37044382
1322-7114,36998112
1322-7114,36967608
1322-7114,36965135
1322-7114,36950781
1322-7114,36946341
1322-7114,36945789
1322-7114,36942620
1322-7114,36929231
1322-7114,36929054
1322-7114,36890656
1322-7114,36879519
1322-7114,36879363
1322-7114,36759715
1322-7114,36755468
1322-7114,36754582
1322-7114,36733216
1322-7114,36724902
1322-7114,36708017
1322-7114,36691286
1322-7114,36683246
1322-7114,36658754
1322-7114,36642418
1322-7114,36601722
1322-7114,36597211
1322-7114,36585752
1322-7114,36567135
1322-7114,36543600
1322-7114,36540042
1322-7114,36535903
1322-7114,36524466
1322-7114,36517932
1322-7114,36504429
1322-7114,36502807
1322-7114,36478331
1322-7114,36464269
1322-7114,36461159
1322-7114,36329680
1322-7114,36329669
1322-7114,36310404
1322-7114,36303515
1322-7114,36289017
1322-7114,36285476
1322-7114,36259444
1322-7114,36089903
1322-7114,36071672
1322-7114,36068655
1322-7114,36059199
1322-7114,36045614
1322-7114,36039009
1322-7114,36003030
1322-7114,36003029
1322-7114,35983601
1322-7114,35983591
1322-7114,35978458
1322-7114,35977421
1322-7114,35971277
1322-7114,35971276
1322-7114,35971274
1322-7114,35946475
1322-7114,35929048
1322-7114,35929046
1322-7114,35929026
1322-7114,35859317
1322-7114,35855498
1322-7114,35644528
1322-7114,35620884
1322-7114,35581746
1322-7114,35574674
1322-7114,35545098
1322-7114,35373425
1322-7114,35373419
1322-7114,35244315
1322-7114,35187754
1322-7114,35068026
1322-7114,34894173
1322-7114,34741488
1322-7114,34658105
1322-7114,34569129
1322-7114,34402121
1322-7114,34387006
1322-7114,34313366
1322-7114,33987956
1322-7114,33977600
0031-5990,36468322
2347-5625,37519403
2347-5625,37519402
2347-5625,37497156
2347-5625,37497155
2347-5625,37497154
2347-5625,37448535
2347-5625,37448534
2347-5625,37448533
2347-5625,37448532
2347-5625,37435599
2347-5625,37435598
2347-5625,37435597
2347-5625,37305610
2347-5625,37288350
2347-5625,37288349
2347-5625,37273822
2347-5625,37273821
2347-5625,37251113
2347-5625,37251112
2347-5625,37213809
2347-5625,37213808
2347-5625,37213807
2347-5625,37207270
2347-5625,37181816
2347-5625,37181815
2347-5625,37168318
2347-5625,37168317
2347-5625,37159609
2347-5625,37159608
2347-5625,37124242
2347-5625,37123032
2347-5625,37095894
2347-5625,37089782
2347-5625,37025986
2347-5625,37025985
2347-5625,37012969
2347-5625,37008540
2347-5625,36949819
2347-5625,36938530
2347-5625,36923469
2347-5625,36915388
2347-5625,36915387
2347-5625,36910426
2347-5625,36890861
2347-5625,36880090
2347-5625,36880089
2347-5625,36876163
2347-5625,36844250
2347-5625,36825210
2347-5625,36820235
2347-5625,36814522
2347-5625,36655012
2347-5625,36632446
2347-5625,36632445
2347-5625,36624803
2347-5625,36593998
2347-5625,36593974
2347-5625,36589757
2347-5625,36583099
2347-5625,36579173
2347-5625,36578350
2347-5625,36530418
2347-5625,36479577
2347-5625,36471827
2347-5625,36406466
2347-5625,36406465
2347-5625,36389624
2347-5625,36389623
2347-5625,36386273
2347-5625,36386272
2347-5625,36313787
2347-5625,36313486
2347-5625,36281343
2347-5625,36276886
2347-5625,36276885
2347-5625,36276884
2347-5625,36276883
2347-5625,36276882
2347-5625,36276881
2347-5625,36276880
2347-5625,36276879
2347-5625,36176267
2347-5625,36158708
2347-5625,36158707
2347-5625,36158706
2347-5625,36158705
2347-5625,36158704
2347-5625,36158703
1441-0745,37519187
1441-0745,37503817
1441-0745,37497789
1441-0745,37464947
1441-0745,37448231
1441-0745,37431643
1441-0745,37431602
1441-0745,37431570
1441-0745,37408324
1441-0745,37408310
1441-0745,37368337
1441-0745,37336553
1441-0745,37332058
1441-0745,37271216
1441-0745,37263621
1441-0745,37263618
1441-0745,37098413
1441-0745,37076112
1441-0745,37070151
1441-0745,37070144
1441-0745,37055927
1441-0745,37045795
1441-0745,36862055
1441-0745,36790129
1441-0745,36647258
1441-0745,36647243
1441-0745,36583635
1441-0745,36581738
1441-0745,36572659
1441-0745,36549885
1441-0745,36495247
1441-0745,36468913
1441-0745,36464803
1441-0745,36444675
1441-0745,36414421
1441-0745,36412510
1441-0745,36369909
1441-0745,36335558
1441-0745,36333863
1441-0745,36319470
1441-0745,36281024
1441-0745,36280899
1441-0745,36271882
1441-0745,36240046
1441-0745,36184767
1441-0745,36184750
1441-0745,36134463
1441-0745,36117318
1441-0745,36097961
1441-0745,36096481
1441-0745,36096475
1441-0745,36089738
1441-0745,36053988
1441-0745,36053985
1062-3264,37391379
1062-3264,37391378
1062-3264,37391377
1062-3264,37391376
1062-3264,37391375
1062-3264,37391374
1062-3264,37391373
1062-3264,37391372
1062-3264,37391371
1062-3264,37391370
1062-3264,37391369
1062-3264,37391368
1062-3264,37391367
1062-3264,37391366
1062-3264,37188637
1062-3264,37121900
1062-3264,37121899
1062-3264,37121898
1062-3264,37121897
1062-3264,37121896
1062-3264,37121895
1062-3264,37121894
1062-3264,37121893
1062-3264,37121892
1062-3264,37121891
1062-3264,36854915
1062-3264,36854914
1062-3264,36854913
1062-3264,36854912
1062-3264,36854911
1062-3264,36854910
1062-3264,36854909
1062-3264,36854908
1062-3264,36854907
1062-3264,36854906
1062-3264,36854905
1062-3264,36854904
1062-3264,36804658
1062-3264,36775881
1062-3264,36750183
1062-3264,36635863
1062-3264,36587003
1062-3264,36587002
1062-3264,36587001
1062-3264,36587000
1062-3264,36586999
1062-3264,36586998
1062-3264,36586997
1062-3264,36586996
1062-3264,36586995
1062-3264,36316179
1062-3264,36316178
1062-3264,36316177
1062-3264,36316176
1062-3264,36316175
1062-3264,36316174
1062-3264,36316173
1062-3264,36316172
1062-3264,36316171
1062-3264,36316170
1062-3264,36316169
1062-3264,36316168
1062-3264,36175358
1062-3264,36065019
1062-3264,35953441
0279-5442,37524370
0279-5442,37524369
0279-5442,37524368
0279-5442,37524367
0279-5442,37524366
0279-5442,37524365
0279-5442,37524364
0279-5442,37524363
0279-5442,37524362
0279-5442,37524361
0279-5442,37302806
0279-5442,37257878
0279-5442,37257877
0279-5442,37257876
0279-5442,37257875
0279-5442,37257874
0279-5442,37257873
0279-5442,37257872
0279-5442,37257871
0279-5442,37257870
0279-5442,37257869
0279-5442,37257868
0279-5442,37001879
0279-5442,37001878
0279-5442,37001877
0279-5442,37001876
0279-5442,37001875
0279-5442,37001874
0279-5442,37001873
0279-5442,37001872
0279-5442,37001871
0279-5442,37001869
0279-5442,37001868
0279-5442,36804825
0279-5442,36720282
0279-5442,36720281
0279-5442,36720280
0279-5442,36720279
0279-5442,36720278
0279-5442,36720277
0279-5442,36720276
0279-5442,36720275
0279-5442,36720274
0279-5442,36720273
0279-5442,36720272
0279-5442,36453069
0279-5442,36453068
0279-5442,36453067
0279-5442,36453066
0279-5442,36453065
0279-5442,36453064
0279-5442,36453063
0279-5442,36453062
0279-5442,36453061
0279-5442,35940595
0161-9268,37498078
0161-9268,37498059
0161-9268,37405723
0161-9268,37326962
0161-9268,37192600
0161-9268,37192599
0161-9268,37192597
0161-9268,37192545
0161-9268,37192542
0161-9268,37185222
0161-9268,37185206
0161-9268,37126794
0161-9268,37126793
0161-9268,37102714
0161-9268,37010837
0161-9268,36928285
0161-9268,36928280
0161-9268,36928273
0161-9268,36927940
0161-9268,36791044
0161-9268,36791043
0161-9268,36753628
0161-9268,36745160
0161-9268,36745159
0161-9268,36745158
0161-9268,36730844
0161-9268,36729910
0161-9268,36728753
0161-9268,36728751
0161-9268,36728723
0161-9268,36728719
0161-9268,36728370
0161-9268,36728300
0161-9268,36656124
0161-9268,36656116
0161-9268,36656108
0161-9268,36649494
0161-9268,36649483
0161-9268,36622270
0161-9268,36598385
0161-9268,36598380
0161-9268,36477381
0161-9268,36346197
0161-9268,36327390
0161-9268,36317833
0161-9268,36205491
0161-9268,36165678
0161-9268,36083617
0161-9268,36083607
0161-9268,36066340
0161-9268,36066331
0161-9268,36044351
0161-9268,36044350
0161-9268,36044347
0161-9268,36044341
0161-9268,36036684
0161-9268,36006014
0161-9268,36006006
0161-9268,35984954
0161-9268,35984948
0161-9268,35984946
0161-9268,35704420
0161-9268,35435175
0161-9268,35213876
1538-2931,37432107
1538-2931,37429604
1538-2931,37417717
1538-2931,37417716
1538-2931,37326509
1538-2931,37310724
1538-2931,37310696
1538-2931,37279051
1538-2931,37279040
1538-2931,37278716
1538-2931,37278660
1538-2931,37278620
1538-2931,37278593
1538-2931,37278574
1538-2931,37276432
1538-2931,37235486
1538-2931,37212674
1538-2931,37191501
1538-2931,37165833
1538-2931,37165830
1538-2931,37145853
1538-2931,37145851
1538-2931,36917221
1538-2931,36912356
1538-2931,36867466
1538-2931,36867465
1538-2931,36867464
1538-2931,36749850
1538-2931,36749849
1538-2931,36749847
1538-2931,36749836
1538-2931,36735572
1538-2931,36735571
1538-2931,36735569
1538-2931,36731048
1538-2931,36731013
1538-2931,36731012
1538-2931,36730994
1538-2931,36730819
1538-2931,36730751
1538-2931,36730748
1538-2931,36730744
1538-2931,36730738
1538-2931,36730718
1538-2931,36730714
1538-2931,36730673
1538-2931,36730077
1538-2931,36730075
1538-2931,36730074
1538-2931,36729953
1538-2931,36729896
1538-2931,36728387
1538-2931,36728378
1538-2931,36728369
1538-2931,36728361
1538-2931,36728156
1538-2931,36728155
1538-2931,36728150
1538-2931,36728143
1538-2931,36728039
1538-2931,36719756
1538-2931,36716099
1538-2931,36708544
1538-2931,36649078
1538-2931,36648170
1538-2931,36634288
1538-2931,36634235
1538-2931,36634234
1538-2931,36634233
1538-2931,36634232
1538-2931,36634231
1538-2931,36634228
1538-2931,36633879
1538-2931,36516034
1538-2931,36516033
1538-2931,36516032
1538-2931,36516030
1538-2931,36455170
1538-2931,36455166
1538-2931,36445331
1538-2931,36394469
1538-2931,36394468
1538-2931,36394467
1538-2931,36225163
1538-2931,36224041
1538-2931,36223609
1538-2931,36114637
1538-2931,36076342
1538-2931,36071665
1538-2931,36071664
1538-2931,36067491
1538-2931,36067472
1538-2931,36028923
1538-2931,35977915
1538-2931,35970769
1538-2931,35942719
1538-2931,35926237
1538-2931,35797585
1538-2931,35797029
1538-2931,35796716
1538-2931,35796662
1538-2931,35703232
1538-2931,35562320
1538-2931,35551144
1538-2931,35551143
1538-2931,35550410
1538-2931,35470311
1538-2931,35470310
1538-2931,35470306
1538-2931,35470296
1538-2931,35363635
1538-2931,35363632
1538-2931,35363630
1538-2931,35314588
1538-2931,35293361
1538-2931,35234704
1538-2931,35234703
1538-2931,35234702
1538-2931,35234701
1538-2931,35234700
1538-2931,35234699
1037-6178,37410516
1037-6178,37335772
1037-6178,37312540
1037-6178,37248770
1037-6178,37248721
1037-6178,37248702
1037-6178,37248631
1037-6178,37218582
1037-6178,37114438
1037-6178,37096967
1037-6178,37060289
1037-6178,37021682
1037-6178,37015901
1037-6178,36876339
1037-6178,36734665
1037-6178,36734366
1037-6178,36725303
1037-6178,36688594
1037-6178,36636911
1037-6178,36632717
1037-6178,36621520
1037-6178,36617956
1037-6178,36609204
1522-2179,37487049
1522-2179,37402212
1522-2179,37379348
1522-2179,37379347
1522-2179,37347958
1522-2179,37347956
1522-2179,37302804
1522-2179,37302803
1522-2179,37249326
1522-2179,37235711
1522-2179,37204851
1522-2179,37171389
1522-2179,37150882
1522-2179,37126313
1522-2179,37081670
1522-2179,37043553
1522-2179,37040386
1522-2179,37040374
1522-2179,37040344
1522-2179,36989192
1522-2179,36971763
1522-2179,36907841
1522-2179,36872518
1522-2179,36843048
1522-2179,36763060
1522-2179,36728089
1522-2179,36727695
1522-2179,36698250
1522-2179,36696227
1522-2179,36622898
1522-2179,36622315
1522-2179,36622314
1522-2179,36622313
1522-2179,36622312
1522-2179,36574634
1522-2179,36525651
1522-2179,36415043
1522-2179,36348512
1522-2179,36289556
1522-2179,36224714
1522-2179,36162099
1522-2179,36162096
1522-2179,36162091
1522-2179,35051957
1522-2179,34608883
1038-5282,37501345
1038-5282,37491838
1038-5282,37491797
1038-5282,37491762
1038-5282,37488936
1038-5282,37485752
1038-5282,37485745
1038-5282,37485742
1038-5282,37485652
1038-5282,37469118
1038-5282,37452497
1038-5282,37434305
1038-5282,37368437
1038-5282,37367630
1038-5282,37350539
1038-5282,37350494
1038-5282,37335838
1038-5282,37326235
1038-5282,37318950
1038-5282,37303279
1038-5282,37283415
1038-5282,37280733
1038-5282,37280724
1038-5282,37270709
1038-5282,37270707
1038-5282,37265182
1038-5282,37255452
1038-5282,37243842
1038-5282,37232517
1038-5282,37200454
1038-5282,37200405
1038-5282,37186488
1038-5282,37186487
1038-5282,37166117
1038-5282,37165939
1038-5282,37154266
1038-5282,37129555
1038-5282,37092611
1038-5282,37078575
1038-5282,37078571
1038-5282,37078513
1038-5282,37067360
1038-5282,37036300
1038-5282,37036295
1038-5282,37026611
1038-5282,36961100
1038-5282,36939285
1038-5282,36920483
1038-5282,36920479
1038-5282,36912762
1038-5282,36883835
1038-5282,36852747
1038-5282,36825829
1038-5282,36811217
1038-5282,36807618
1038-5282,36807617
1038-5282,36802114
1038-5282,36762906
1038-5282,36762896
1038-5282,36762881
1038-5282,36745537
1038-5282,36723435
1038-5282,36639909
1038-5282,36606417
1038-5282,36583508
1038-5282,36577741
1038-5282,36573881
1038-5282,36541934
1038-5282,36541830
1038-5282,36536592
1038-5282,36536591
1038-5282,36484695
1038-5282,36448590
1038-5282,36448573
1038-5282,36444653
1038-5282,36444637
1038-5282,36440663
1038-5282,36394284
1038-5282,36382851
1038-5282,36378458
1038-5282,36370139
1038-5282,36354123
1038-5282,36331869
1038-5282,36326168
1038-5282,36321846
1038-5282,36321645
1038-5282,36321639
1038-5282,36317745
1038-5282,36281926
1038-5282,36264024
1038-5282,36264011
1038-5282,36257778
1038-5282,36251362
1038-5282,36250967
1038-5282,36250962
1038-5282,36226980
1038-5282,36226333
1038-5282,36214639
1038-5282,36200731
1038-5282,36106699
1038-5282,36098465
1038-5282,36098452
1038-5282,36097328
1038-5282,36083418
1038-5282,36053275
1038-5282,36037400
1038-5282,36037328
1038-5282,36018893
1038-5282,35975966
1038-5282,35938603
1038-5282,35920601
1038-5282,35894296
1038-5282,35894288
1038-5282,35877202
1038-5282,35852929
1038-5282,35852926
1038-5282,35834290
1038-5282,35834238
1038-5282,35830392
1038-5282,35802805
1038-5282,35763446
1038-5282,35724308
1038-5282,35704687
1038-5282,35429355
1078-3903,37421155
1078-3903,37408491
1078-3903,37392084
1078-3903,37387313
1078-3903,37382349
1078-3903,37382297
1078-3903,37366302
1078-3903,37337727
1078-3903,37313865
1078-3903,37264644
1078-3903,37204103
1078-3903,37160762
1078-3903,37148251
1078-3903,37042075
1078-3903,37038982
1078-3903,37038973
1078-3903,37029654
1078-3903,36971329
1078-3903,36971328
1078-3903,36945133
1078-3903,36916646
1078-3903,36856156
1078-3903,36840356
1078-3903,36789909
1078-3903,36782082
1078-3903,36694460
1078-3903,36609166
1078-3903,36600469
1078-3903,36582042
1078-3903,36515499
1078-3903,36510357
1078-3903,36482670
1078-3903,36475418
1078-3903,36475415
1078-3903,36475411
1078-3903,36475408
1078-3903,36457173
1078-3903,36457165
1078-3903,36271661
1078-3903,36267003
1078-3903,36203326
1078-3903,36113408
1078-3903,35801259
1078-3903,35130738
1078-3903,34431726
1078-3903,34293934
1078-3903,34282675
1078-3903,34166155
1078-3903,34154451
1078-3903,34151651
1078-3903,34151628
1078-3903,34151627
1078-3903,34109871
1078-3903,34047225
1078-3903,34027684
1078-3903,33949244
1078-3903,33926306
1078-3903,33926296
1078-3903,33736519
1078-3903,33719680
1078-3903,33719650
1078-3903,33615857
1078-3903,33522360
1078-3903,33491536
1078-3903,33448244
1078-3903,33448243
1078-3903,33393431
1078-3903,33349098
1078-3903,33300398
1078-3903,33251925
1078-3903,33251913
