ISSN,PMID,DOI
0160-6891,37036038,10.1002/nur.22310
0160-6891,37006182,10.1002/nur.22307
0160-6891,37004179,10.1002/nur.22308
0160-6891,36974894,10.1002/nur.22306
0160-6891,36967476,10.1002/nur.22305
0160-6891,36929135,10.1002/nur.22304
0160-6891,36815583,10.1002/nur.22303
0160-6891,36808731,10.1002/nur.22302
0160-6891,36789452,10.1002/nur.22301
0160-6891,36752356,10.1002/nur.22300
0160-6891,36752308,10.1002/nur.22298
0160-6891,36748914,10.1002/nur.22299
0160-6891,36694925,10.1002/nur.22297
0160-6891,36611290,10.1002/nur.22294
0160-6891,36582026,10.1002/nur.22292
0160-6891,36573589,10.1002/nur.22293
0160-6891,36571705,10.1002/nur.22295
0160-6891,36566361,10.1002/nur.22291
0160-6891,36566360,10.1002/nur.22289
0160-6891,36564911,10.1002/nur.22285
0160-6891,36538345,10.1002/nur.22287
0160-6891,36538334,10.1002/nur.22286
0160-6891,36509453,10.1002/nur.22284
0160-6891,36504287,10.1002/nur.22280
0160-6891,36504201,10.1002/nur.22290
0160-6891,36478584,10.1002/nur.22288
0160-6891,36453185,10.1002/nur.22281
0160-6891,36453115,10.1002/nur.22279
0160-6891,36453079,10.1002/nur.22282
0160-6891,36445114,10.1002/nur.22278
0160-6891,36435979,10.1002/nur.22283
0160-6891,36385269,10.1002/nur.22277
0160-6891,36371623,10.1002/nur.22276
0160-6891,36321335,10.1002/nur.22268
0160-6891,36321331,10.1002/nur.22274
0160-6891,36316209,10.1002/nur.22275
0160-6891,36308399,10.1002/nur.22273
0160-6891,36286326,10.1002/nur.22271
0160-6891,36268904,10.1002/nur.22272
0160-6891,36209458,10.1002/nur.22270
0160-6891,36192124,10.1002/nur.22269
0160-6891,36161722,10.1002/nur.22267
0160-6891,36121149,10.1002/nur.22266
0160-6891,36102624,10.1002/nur.22264
0160-6891,36094154,10.1002/nur.22260
0160-6891,36059097,10.1002/nur.22261
1322-7114,37515349,10.1111/ijn.13185
1322-7114,37485748,10.1111/ijn.13183
1322-7114,37461904,10.1111/ijn.13184
1322-7114,37448207,10.1111/ijn.13179
1322-7114,37435848,10.1111/ijn.13181
1322-7114,37435639,10.1111/ijn.13180
1322-7114,37421172,10.1111/ijn.13182
1322-7114,37403339,10.1111/ijn.13176
1322-7114,37394896,10.1111/ijn.13177
1322-7114,37394658,10.1111/ijn.13178
1322-7114,37394284,10.1111/ijn.13175
1322-7114,37365678,10.1111/ijn.13174
1322-7114,37300343,10.1111/ijn.13173
1322-7114,37290833,10.1111/ijn.13166
1322-7114,37287366,10.1111/ijn.13172
1322-7114,37272259,10.1111/ijn.13170
1322-7114,37272213,10.1111/ijn.13169
1322-7114,37271579,10.1111/ijn.13171
1322-7114,37259643,10.1111/ijn.13167
1322-7114,37243487,10.1111/ijn.13168
1322-7114,37143404,10.1111/ijn.13158
1322-7114,37142278,10.1111/ijn.13159
1322-7114,37127403,10.1111/ijn.13157
1322-7114,37062986,10.1111/ijn.13153
1322-7114,37062305,10.1111/ijn.13156
1322-7114,37056171,10.1111/ijn.13155
1322-7114,37044382,10.1111/ijn.13154
1322-7114,36998112,10.1111/ijn.13146
1322-7114,36967608,10.1111/ijn.13150
1322-7114,36965135,10.1111/ijn.13152
1322-7114,36950781,10.1111/ijn.13148
1322-7114,36946341,10.1111/ijn.13143
1322-7114,36945789,10.1111/ijn.13151
1322-7114,36942620,10.1111/ijn.13149
1322-7114,36929231,10.1111/ijn.13147
1322-7114,36929054,10.1111/ijn.13141
1322-7114,36890656,10.1111/ijn.13145
1322-7114,36879519,10.1111/ijn.13144
1322-7114,36879363,10.1111/ijn.13139
1322-7114,36759715,10.1111/ijn.13140
1322-7114,36755468,10.1111/ijn.13142
1322-7114,36754582,10.1111/ijn.13138
1322-7114,36733216,10.1111/ijn.13135
1322-7114,36724902,10.1111/ijn.13137
1322-7114,36708017,10.1111/ijn.13134
1322-7114,36691286,10.1111/ijn.13131
1322-7114,36683246,10.1111/ijn.13136
1322-7114,36658754,10.1111/ijn.13133
1322-7114,36642418,10.1111/ijn.13132
1322-7114,36601722,10.1111/ijn.13129
1322-7114,36597211,10.1111/ijn.13130
1322-7114,36585752,10.1111/ijn.13128
1322-7114,36567135,10.1111/ijn.13126
1322-7114,36543600,10.1111/ijn.13127
1322-7114,36540042,10.1111/ijn.13124
1322-7114,36535903,10.1111/ijn.13125
1322-7114,36524466,10.1111/ijn.13121
1322-7114,36517932,10.1111/ijn.13122
1322-7114,36504429,10.1111/ijn.13123
1322-7114,36502807,10.1111/ijn.13120
1322-7114,36478331,10.1111/ijn.13117
1322-7114,36464269,10.1111/ijn.13119
1322-7114,36461159,10.1111/ijn.13118
1322-7114,36329680,10.1111/ijn.13114
1322-7114,36329669,10.1111/ijn.13111
1322-7114,36310404,10.1111/ijn.13116
1322-7114,36303515,10.1111/ijn.13110
1322-7114,36289017,10.1111/ijn.13112
1322-7114,36285476,10.1111/ijn.13113
1322-7114,36259444,10.1111/ijn.13109
1322-7114,36089903,10.1111/ijn.13107
1322-7114,36071672,10.1111/ijn.13106
1322-7114,36068655,10.1111/ijn.13104
1322-7114,36059199,10.1111/ijn.13105
1322-7114,36045614,10.1111/ijn.13103
1322-7114,36039009,10.1111/ijn.13097
1322-7114,36003030,10.1111/ijn.13101
1322-7114,36003029,10.1111/ijn.13096
1322-7114,35983601,10.1111/ijn.13090
1322-7114,35983591,10.1111/ijn.13089
1322-7114,35978458,10.1111/ijn.13099
1322-7114,35977421,10.1111/ijn.13092
1322-7114,35971277,10.1111/ijn.13095
1322-7114,35971276,10.1111/ijn.13098
1322-7114,35971274,10.1111/ijn.13093
1322-7114,35946475,10.1111/ijn.13091
1322-7114,35929048,10.1111/ijn.13088
1322-7114,35929046,10.1111/ijn.13087
1322-7114,35929026,10.1111/ijn.13082
1322-7114,35859317,10.1111/ijn.13080
1322-7114,35855498,10.1111/ijn.13081
1322-7114,35644528,10.1111/ijn.13066
1322-7114,35620884,10.1111/ijn.13067
1322-7114,35581746,10.1111/ijn.13060
1322-7114,35574674,10.1111/ijn.13061
1322-7114,35545098,10.1111/ijn.13062
1322-7114,35373425,10.1111/ijn.13055
1322-7114,35373419,10.1111/ijn.13056
1322-7114,35244315,10.1111/ijn.13041
1322-7114,35187754,10.1111/ijn.13039
1322-7114,35068026,10.1111/ijn.13038
1322-7114,34894173,10.1111/ijn.13029
1322-7114,34741488,10.1111/ijn.13024
1322-7114,34658105,10.1111/ijn.13020
1322-7114,34569129,10.1111/ijn.13015
1322-7114,34402121,10.1111/ijn.13002
1322-7114,34387006,10.1111/ijn.13004
1322-7114,34313366,10.1111/ijn.12992
1322-7114,33987956,10.1111/ijn.12957
1322-7114,33977600,10.1111/ijn.12964
0031-5990,36468322,10.1111/ppc.13139
2347-5625,37519403,10.1016/j.apjon.2023.100265
2347-5625,37519402,10.1016/j.apjon.2023.100255
2347-5625,37497156,10.1016/j.apjon.2023.100263
2347-5625,37497155,10.1016/j.apjon.2023.100261
2347-5625,37497154,10.1016/j.apjon.2023.100262
2347-5625,37448535,10.1016/j.apjon.2023.100252
2347-5625,37448534,10.1016/j.apjon.2023.100244
2347-5625,37448533,10.1016/j.apjon.2023.100251
2347-5625,37448532,10.1016/j.apjon.2023.100253
2347-5625,37435599,10.1016/j.apjon.2023.100241
2347-5625,37435598,10.1016/j.apjon.2023.100243
2347-5625,37435597,10.1016/j.apjon.2023.100242
2347-5625,37305610,10.1016/j.apjon.2023.100215
2347-5625,37288350,10.1016/j.apjon.2023.100239
2347-5625,37288349,10.1016/j.apjon.2023.100218
2347-5625,37273822,10.1016/j.apjon.2023.100240
2347-5625,37273821,10.1016/j.apjon.2023.100238
2347-5625,37251113,10.1016/j.apjon.2023.100216
2347-5625,37251112,10.1016/j.apjon.2023.100231
2347-5625,37213809,10.1016/j.apjon.2023.100229
2347-5625,37213808,10.1016/j.apjon.2023.100214
2347-5625,37213807,10.1016/j.apjon.2023.100228
2347-5625,37207270,10.1016/j.apjon.2023.100230
2347-5625,37181816,10.1016/j.apjon.2023.100220
2347-5625,37181815,10.1016/j.apjon.2023.100222
2347-5625,37168318,10.1016/j.apjon.2023.100219
2347-5625,37168317,10.1016/j.apjon.2023.100217
2347-5625,37159609,10.1016/j.apjon.2023.100209
2347-5625,37159608,10.1016/j.apjon.2023.100210
2347-5625,37124242,10.1016/j.apjon.2023.100196
2347-5625,37123032,10.1016/j.apjon.2023.100221
2347-5625,37095894,10.1016/j.apjon.2023.100212
2347-5625,37089782,10.1016/j.apjon.2023.100213
2347-5625,37025986,10.1016/j.apjon.2023.100208
2347-5625,37025985,10.1016/j.apjon.2023.100211
2347-5625,37012969,10.1016/j.apjon.2023.100205
2347-5625,37008540,10.1016/j.apjon.2023.100193
2347-5625,36949819,10.1016/j.apjon.2023.100198
2347-5625,36938530,10.1016/j.apjon.2023.100207
2347-5625,36923469,10.1016/j.apjon.2023.100199
2347-5625,36915388,10.1016/j.apjon.2023.100194
2347-5625,36915387,10.1016/j.apjon.2023.100195
2347-5625,36910426,10.1016/j.apjon.2023.100197
2347-5625,36890861,10.1016/j.apjon.2023.100200
2347-5625,36880090,10.1016/j.apjon.2022.100180
2347-5625,36880089,10.1016/j.apjon.2022.100181
2347-5625,36876163,10.1016/j.apjon.2023.100192
2347-5625,36844250,10.1016/j.apjon.2023.100184
2347-5625,36825210,10.1016/j.apjon.2023.100183
2347-5625,36820235,10.1016/j.apjon.2023.100191
2347-5625,36814522,10.1016/j.apjon.2023.100185
2347-5625,36655012,10.1016/j.apjon.2022.100164
2347-5625,36632446,10.1016/j.apjon.2022.100172
2347-5625,36632445,10.1016/j.apjon.2022.100171
2347-5625,36624803,10.1016/j.apjon.2022.100178
2347-5625,36593998,10.1016/j.apjon.2022.100167
2347-5625,36593974,10.1016/j.apjon.2022.100170
2347-5625,36589757,10.1016/j.apjon.2022.100182
2347-5625,36583099,10.1016/j.apjon.2022.100169
2347-5625,36579173,10.1016/j.apjon.2022.100165
2347-5625,36578350,10.1016/j.apjon.2022.100168
2347-5625,36530418,10.1016/j.apjon.2022.100179
2347-5625,36479577,10.1016/j.apjon.2022.100166
2347-5625,36471827,10.1016/j.apjon.2022.100163
2347-5625,36406466,10.1016/j.apjon.2022.100151
2347-5625,36406465,10.1016/j.apjon.2022.100153
2347-5625,36389624,10.1016/j.apjon.2022.100152
2347-5625,36389623,10.1016/j.apjon.2022.100133
2347-5625,36386273,10.1016/j.apjon.2022.100148
2347-5625,36386272,10.1016/j.apjon.2022.100147
2347-5625,36313787,10.1016/j.apjon.2022.100149
2347-5625,36313486,10.1016/j.apjon.2022.100130
2347-5625,36281343,10.1016/j.apjon.2022.100150
2347-5625,36276886,10.1016/j.apjon.2022.100128
2347-5625,36276885,10.1016/j.apjon.2022.100141
2347-5625,36276884,10.1016/j.apjon.2022.100135
2347-5625,36276883,10.1016/j.apjon.2022.100079
2347-5625,36276882,10.1016/j.apjon.2022.100101
2347-5625,36276881,10.1016/j.apjon.2022.100117
2347-5625,36276880,10.1016/j.apjon.2022.100119
2347-5625,36276879,10.1016/j.apjon.2022.100111
2347-5625,36176267,10.1016/j.apjon.2022.100127
2347-5625,36158708,10.1016/j.apjon.2022.100110
2347-5625,36158707,10.1016/j.apjon.2022.100116
2347-5625,36158706,10.1016/j.apjon.2022.100113
2347-5625,36158705,10.1016/j.apjon.2022.100121
2347-5625,36158704,10.1016/j.apjon.2022.100129
2347-5625,36158703,10.1016/j.apjon.2022.100118
1441-0745,37519187,10.1111/nhs.13038
1441-0745,37503817,10.1111/nhs.13037
1441-0745,37497789,10.1111/nhs.13031
1441-0745,37464947,10.1111/nhs.13034
1441-0745,37448231,10.1111/nhs.13022
1441-0745,37431643,10.1111/nhs.13032
1441-0745,37431602,10.1111/nhs.13035
1441-0745,37431570,10.1111/nhs.13033
1441-0745,37408324,10.1111/nhs.13006
1441-0745,37408310,10.1111/nhs.13007
1441-0745,37368337,10.1111/nhs.13030
1441-0745,37336553,10.1111/nhs.13028
1441-0745,37332058,10.1111/nhs.13029
1441-0745,37271216,10.1111/nhs.13023
1441-0745,37263621,10.1111/nhs.13016
1441-0745,37263618,10.1111/nhs.13019
1441-0745,37098413,10.1111/nhs.13018
1441-0745,37076112,10.1111/nhs.13021
1441-0745,37070151,10.1111/nhs.13005
1441-0745,37070144,10.1111/nhs.13004
1441-0745,37055927,10.1111/nhs.13020
1441-0745,37045795,10.1111/nhs.13017
1441-0745,36862055,10.1111/nhs.13015
1441-0745,36790129,10.1111/nhs.13014
1441-0745,36647258,10.1111/nhs.13002
1441-0745,36647243,10.1111/nhs.13003
1441-0745,36583635,10.1111/nhs.13013
1441-0745,36581738,10.1111/nhs.13012
1441-0745,36572659,10.1111/nhs.13011
1441-0745,36549885,10.1111/nhs.13010
1441-0745,36495247,10.1111/nhs.13001
1441-0745,36468913,10.1111/nhs.12999
1441-0745,36464803,10.1111/nhs.13000
1441-0745,36444675,10.1111/nhs.12998
1441-0745,36414421,10.1111/nhs.12997
1441-0745,36412510,10.1111/nhs.12996
1441-0745,36369909,10.1111/nhs.12995
1441-0745,36335558,10.1111/nhs.12994
1441-0745,36333863,10.1111/nhs.12993
1441-0745,36319470,10.1111/nhs.12992
1441-0745,36281024,10.1111/nhs.12896
1441-0745,36280899,10.1111/nhs.12895
1441-0745,36271882,10.1111/nhs.12990
1441-0745,36240046,10.1111/nhs.12991
1441-0745,36184767,10.1111/nhs.12989
1441-0745,36184750,10.1111/nhs.12988
1441-0745,36134463,10.1111/nhs.12987
1441-0745,36117318,10.1111/nhs.12986
1441-0745,36097961,10.1111/nhs.12985
1441-0745,36096481,10.1111/nhs.12983
1441-0745,36096475,10.1111/nhs.12981
1441-0745,36089738,10.1111/nhs.12984
1441-0745,36053988,10.1111/nhs.12980
1441-0745,36053985,10.1111/nhs.12982
1062-3264,37391379,10.4037/ajcc2023440
1062-3264,37391378,10.4037/ajcc2023186
1062-3264,37391377,10.4037/ajcc2023328
1062-3264,37391376,10.4037/ajcc2023858
1062-3264,37391375,10.4037/ajcc2023207
1062-3264,37391374,10.4037/ajcc2023446
1062-3264,37391373,10.4037/ajcc2023238
1062-3264,37391372,10.4037/ajcc2023443
1062-3264,37391371,10.4037/ajcc2023876
1062-3264,37391370,10.4037/ajcc2023620
1062-3264,37391369,10.4037/ajcc2023191
1062-3264,37391368,10.4037/ajcc2023613
1062-3264,37391367,10.4037/ajcc2023986
1062-3264,37391366,10.4037/ajcc2023980
1062-3264,37188637,10.4037/ajcc2023315
1062-3264,37121900,10.4037/ajcc2023236
1062-3264,37121899,10.4037/ajcc2023721
1062-3264,37121898,10.4037/ajcc2023155
1062-3264,37121897,10.4037/ajcc2023954
1062-3264,37121896,10.4037/ajcc2023150
1062-3264,37121895,10.4037/ajcc2023811
1062-3264,37121894,10.4037/ajcc2023919
1062-3264,37121893,10.4037/ajcc2023235
1062-3264,37121892,10.4037/ajcc2023943
1062-3264,37121891,10.4037/ajcc2023654
1062-3264,36854915,10.4037/ajcc2023991
1062-3264,36854914,10.4037/ajcc2023729
1062-3264,36854913,10.4037/ajcc2023527
1062-3264,36854912,10.4037/ajcc2023755
1062-3264,36854911,10.4037/ajcc2023489
1062-3264,36854910,10.4037/ajcc2023499
1062-3264,36854909,10.4037/ajcc2023460
1062-3264,36854908,10.4037/ajcc2023998
1062-3264,36854907,10.4037/ajcc2023469
1062-3264,36854906,10.4037/ajcc2023950
1062-3264,36854905,10.4037/ajcc2023813
1062-3264,36854904,10.4037/ajcc2023610
1062-3264,36804658,10.4037/ajcc2023424
1062-3264,36775881,10.4037/ajcc2023184
1062-3264,36750183,10.4037/ajcc2023612
1062-3264,36635863,10.4037/ajcc2023700
1062-3264,36587003,10.4037/ajcc2023593
1062-3264,36587002,10.4037/ajcc2023213
1062-3264,36587001,10.4037/ajcc2023298
1062-3264,36587000,10.4037/ajcc2023790
1062-3264,36586999,10.4037/ajcc2023379
1062-3264,36586998,10.4037/ajcc2023116
1062-3264,36586997,10.4037/ajcc2023726
1062-3264,36586996,10.4037/ajcc2023872
1062-3264,36586995,10.4037/ajcc2023893
1062-3264,36316179,10.4037/ajcc2022821
1062-3264,36316178,10.4037/ajcc2022588
1062-3264,36316177,10.4037/ajcc2022659
1062-3264,36316176,10.4037/ajcc2022546
1062-3264,36316175,10.4037/ajcc2022565
1062-3264,36316174,10.4037/ajcc2022705
1062-3264,36316173,10.4037/ajcc2022941
1062-3264,36316172,10.4037/ajcc2022751
1062-3264,36316171,10.4037/ajcc2022973
1062-3264,36316170,10.4037/ajcc2022283
1062-3264,36316169,10.4037/ajcc2022835
1062-3264,36316168,10.4037/ajcc2022692
1062-3264,36175358,10.4037/ajcc2023365
1062-3264,36065019,10.4037/ajcc2022337
1062-3264,35953441,10.4037/ajcc2022538
0279-5442,37524370,10.4037/ccn2023902
0279-5442,37524369,10.4037/ccn2023449
0279-5442,37524368,10.4037/ccn2023774
0279-5442,37524367,10.4037/ccn2023133
0279-5442,37524366,10.4037/ccn2023271
0279-5442,37524365,10.4037/ccn2023108
0279-5442,37524364,10.4037/ccn2023533
0279-5442,37524363,10.4037/ccn2023943
0279-5442,37524362,10.4037/ccn2023933
0279-5442,37524361,10.4037/ccn2023786
0279-5442,37302806,10.4037/ccn2023212
0279-5442,37257878,10.4037/ccn2023842
0279-5442,37257877,10.4037/ccn2023545
0279-5442,37257876,10.4037/ccn2023317
0279-5442,37257875,10.4037/ccn2023371
0279-5442,37257874,10.4037/ccn2023649
0279-5442,37257873,10.4037/ccn2023870
0279-5442,37257872,10.4037/ccn2023506
0279-5442,37257871,10.4037/ccn2023822
0279-5442,37257870,10.4037/ccn2023412
0279-5442,37257869,10.4037/ccn2023243
0279-5442,37257868,10.4037/ccn2023507
0279-5442,37001879,10.4037/ccn2023411
0279-5442,37001878,10.4037/ccn2023547
0279-5442,37001877,10.4037/ccn2023418
0279-5442,37001876,10.4037/ccn2023559
0279-5442,37001875,10.4037/ccn2023442
0279-5442,37001874,10.4037/ccn2023262
0279-5442,37001873,10.4037/ccn2023437
0279-5442,37001872,10.4037/ccn2023660
0279-5442,37001871,10.4037/ccn2023606
0279-5442,37001869,10.4037/ccn2023938
0279-5442,37001868,10.4037/ccn2023731
0279-5442,36804825,10.4037/ccn2023196
0279-5442,36720282,10.4037/ccn2023209
0279-5442,36720281,10.4037/ccn2023573
0279-5442,36720280,10.4037/ccn2023722
0279-5442,36720279,10.4037/ccn2023610
0279-5442,36720278,10.4037/ccn2023847
0279-5442,36720277,10.4037/ccn2023174
0279-5442,36720276,10.4037/ccn2023932
0279-5442,36720275,10.4037/ccn2023136
0279-5442,36720274,10.4037/ccn2023429
0279-5442,36720273,10.4037/ccn2023754
0279-5442,36720272,10.4037/ccn2023527
0279-5442,36453069,10.4037/ccn2022395
0279-5442,36453068,10.4037/ccn2022459
0279-5442,36453067,10.4037/ccn2022913
0279-5442,36453066,10.4037/ccn2022215
0279-5442,36453065,10.4037/ccn2022310
0279-5442,36453064,10.4037/ccn2022985
0279-5442,36453063,10.4037/ccn2022998
0279-5442,36453062,10.4037/ccn2022377
0279-5442,36453061,10.4037/ccn2022301
0279-5442,35940595,10.4037/ccn2022237
0161-9268,37498078,10.1097/ANS.0000000000000507
0161-9268,37498059,10.1097/ANS.0000000000000506
0161-9268,37405723,10.1097/ANS.0000000000000505
0161-9268,37326962,10.1097/ANS.0000000000000498
0161-9268,37192600,10.1097/ANS.0000000000000500
0161-9268,37192599,10.1097/ANS.0000000000000501
0161-9268,37192597,10.1097/ANS.0000000000000503
0161-9268,37192545,10.1097/ANS.0000000000000485
0161-9268,37192542,10.1097/ANS.0000000000000499
0161-9268,37185222,10.1097/ANS.0000000000000495
0161-9268,37185206,10.1097/ANS.0000000000000497
0161-9268,37126794,10.1097/ANS.0000000000000502
0161-9268,37126793,10.1097/ANS.0000000000000494
0161-9268,37102714,10.1097/ANS.0000000000000496
0161-9268,37010837,10.1097/ANS.0000000000000491
0161-9268,36928285,10.1097/ANS.0000000000000489
0161-9268,36928280,10.1097/ANS.0000000000000492
0161-9268,36928273,10.1097/ANS.0000000000000493
0161-9268,36927940,10.1097/ANS.0000000000000483
0161-9268,36791044,10.1097/ANS.0000000000000481
0161-9268,36791043,10.1097/ANS.0000000000000477
0161-9268,36753628,10.1097/ANS.0000000000000487
0161-9268,36745160,10.1097/ANS.0000000000000490
0161-9268,36745159,10.1097/ANS.0000000000000488
0161-9268,36745158,10.1097/ANS.0000000000000484
0161-9268,36730844,10.1097/ANS.0000000000000463
0161-9268,36729910,10.1097/ANS.0000000000000468
0161-9268,36728753,10.1097/ANS.0000000000000472
0161-9268,36728751,10.1097/ANS.0000000000000471
0161-9268,36728723,10.1097/ANS.0000000000000466
0161-9268,36728719,10.1097/ANS.0000000000000473
0161-9268,36728370,10.1097/ANS.0000000000000470
0161-9268,36728300,10.1097/ANS.0000000000000467
0161-9268,36656124,10.1097/ANS.0000000000000480
0161-9268,36656116,10.1097/ANS.0000000000000478
0161-9268,36656108,10.1097/ANS.0000000000000482
0161-9268,36649494,10.1097/ANS.0000000000000479
0161-9268,36649483,10.1097/ANS.0000000000000486
0161-9268,36622270,10.1097/ANS.0000000000000476
0161-9268,36598385,10.1097/ANS.0000000000000475
0161-9268,36598380,10.1097/ANS.0000000000000474
0161-9268,36477381,10.1097/ANS.0000000000000469
0161-9268,36346197,10.1097/ANS.0000000000000461
0161-9268,36327390,10.1097/ANS.0000000000000465
0161-9268,36317833,10.1097/ANS.0000000000000464
0161-9268,36205491,10.1097/ANS.0000000000000451
0161-9268,36165678,10.1097/ANS.0000000000000458
0161-9268,36083617,10.1097/ANS.0000000000000453
0161-9268,36083607,10.1097/ANS.0000000000000450
0161-9268,36066340,10.1097/ANS.0000000000000434
0161-9268,36066331,10.1097/ANS.0000000000000447
0161-9268,36044351,10.1097/ANS.0000000000000446
0161-9268,36044350,10.1097/ANS.0000000000000440
0161-9268,36044347,10.1097/ANS.0000000000000452
0161-9268,36044341,10.1097/ANS.0000000000000448
0161-9268,36036684,10.1097/ANS.0000000000000442
0161-9268,36006014,10.1097/ANS.0000000000000439
0161-9268,36006006,10.1097/ANS.0000000000000444
0161-9268,35984954,10.1097/ANS.0000000000000437
0161-9268,35984948,10.1097/ANS.0000000000000435
0161-9268,35984946,10.1097/ANS.0000000000000438
0161-9268,35704420,10.1097/ANS.0000000000000432
0161-9268,35435175,10.1097/ANS.0000000000000424
0161-9268,35213876,10.1097/ANS.0000000000000417
1538-2931,37432107,10.1097/CIN.0000000000001023
1538-2931,37429604,10.1097/CIN.0000000000001033
1538-2931,37417717,10.1097/CIN.0000000000001047
1538-2931,37417716,10.1097/CIN.0000000000001044
1538-2931,37326509,10.1097/CIN.0000000000001040
1538-2931,37310724,10.1097/CIN.0000000000001025
1538-2931,37310696,10.1097/CIN.0000000000001031
1538-2931,37279051,10.1097/CIN.0000000000001029
1538-2931,37279040,10.1097/CIN.0000000000001030
1538-2931,37278716,10.1097/CIN.0000000000001028
1538-2931,37278660,10.1097/CIN.0000000000001042
1538-2931,37278620,10.1097/CIN.0000000000001038
1538-2931,37278593,10.1097/CIN.0000000000001037
1538-2931,37278574,10.1097/CIN.0000000000001039
1538-2931,37276432,10.1097/CIN.0000000000001032
1538-2931,37235486,10.1097/CIN.0000000000001024
1538-2931,37212674,10.1097/CIN.0000000000001034
1538-2931,37191501,10.1097/CIN.0000000000001022
1538-2931,37165833,10.1097/CIN.0000000000000996
1538-2931,37165830,10.1097/CIN.0000000000001000
1538-2931,37145853,10.1097/CIN.0000000000000920
1538-2931,37145851,10.1097/CIN.0000000000001020
1538-2931,36917221,10.1097/CIN.0000000000001016
1538-2931,36912356,10.1097/CIN.0000000000001012
1538-2931,36867466,10.1097/01.NCN.0000904400.19657.5d
